Season,Team1,Team2,Target,GameType,WinPct_Diff,AvgPointsFor_Diff,AvgPointsAgainst_Diff,AvgMargin_Diff,eFG_Off_Diff,TORate_Off_Diff,ORBRate_Off_Diff,FTRate_Off_Diff,Elo_RegSeason_Diff,SeedNum_Diff,IsSeeded_Diff,ConfStrength_Rank_Diff,Last15WinPct_Diff,Last15AvgMargin_Diff,ConfTourneyChamp_Diff
2011,3102,3252,1,Regular,-0.1309523809523809,-6.945238095238096,3.6857142857142975,-10.63095238095239,0.035466633360669686,0.022995635664571495,0.07208480076486823,0.008791767947669421,-7.094286904421324,0.0,0.0,-17.0,-0.1333333333333333,-13.733333333333334,0.0
2011,3104,3398,1,Regular,0.06666666666666671,1.2555555555555529,-2.5888888888888886,3.8444444444444414,0.03099020867000457,0.015027878685404006,0.01079870108696801,-0.05181652253796648,79.97988769287349,0.0,0.0,-23.0,-0.13333333333333341,-8.933333333333335,0.0
2011,3107,3135,1,Regular,0.08095238095238089,3.078571428571429,-2.4857142857142946,5.564285714285724,-0.0016302396661355134,-0.015400918846649292,-0.006477571519600878,0.007758941612537623,30.220129436989737,0.0,0.0,-4.0,-0.06666666666666671,3.3999999999999977,0.0
2011,3110,3187,1,Regular,0.022177419354838745,-9.842741935483872,-10.418346774193552,0.5756048387096797,-0.05348401659882562,-0.03267191129764979,0.0023556868109518847,-0.03585431008569412,34.6056849975223,0.0,0.0,18.0,0.4,13.666666666666668,0.0
2011,3111,3267,1,Regular,0.14623655913978495,6.319354838709678,1.3053763440860209,5.013978494623657,0.03765925404649223,0.03543583874612982,-0.008771536158133919,-0.01183707504254461,104.18826667084522,0.0,0.0,10.0,0.5333333333333334,14.933333333333334,0.0
2011,3112,3455,1,Regular,-0.08172043010752694,2.219354838709677,1.649462365591404,0.5698924731182728,0.02847905141372209,0.01809277177759841,0.009213405619725723,0.02958966187009332,-0.7614433927062692,0.0,0.0,-6.0,-0.06666666666666671,-0.666666666666667,0.0
2011,3113,3319,1,Regular,0.39425287356321836,1.4977011494252892,-9.094252873563228,10.59195402298851,-0.01356528826943243,0.025730129959290915,0.0936269498865267,0.039429889312948274,186.57036368423906,0.0,0.0,-17.0,0.3333333333333333,4.333333333333333,0.0
2011,3114,3172,1,Regular,0.3482142857142857,0.5223214285714306,-14.16517857142857,14.6875,-0.018444655803302734,-0.057192873290496604,0.00384579430196047,-0.08038709257883961,168.29852224195452,-89.0,1.0,-4.0,0.46666666666666656,16.866666666666667,0.0
2011,3116,3197,1,Regular,-0.20714285714285707,4.433333333333337,6.61666666666666,-2.183333333333323,0.05413288323572474,-0.0181018459365255,-0.05984702638108319,-0.0260241764031916,-6.694814910151763,0.0,0.0,-24.0,-0.33333333333333337,-10.6,0.0
2011,3117,3394,1,Regular,-0.25806451612903225,-3.741935483870975,2.1290322580645267,-5.870967741935502,-0.004027239738137012,-0.007695423815310493,-0.02552010455731507,-0.04697855285511979,-83.00788365627591,0.0,0.0,-11.0,-0.2666666666666666,-3.066666666666667,0.0
2011,3120,3273,1,Regular,0.017204301075268824,-2.2279569892473106,-4.505376344086024,2.277419354838713,0.0052167672382131824,0.0072370216941747,0.11815982658476903,-0.01675362616922349,76.20669790351303,0.0,0.0,-19.0,-0.13333333333333336,-5.133333333333333,0.0
2011,3124,3198,1,Regular,0.2704741379310345,11.438577586206897,-6.225215517241381,17.663793103448278,-0.005251369501003689,-0.044888650388347995,-0.009475638956458532,0.09048373609571458,129.6156181929473,-96.0,1.0,-13.0,0.06666666666666665,5.2,0.0
2011,3125,3457,1,Regular,0.1428571428571429,13.43809523809523,9.271428571428572,4.166666666666657,-0.0017914598890049205,-0.0870804073207101,-0.04891675675508744,0.053123288643090516,3.237430692994849,0.0,0.0,7.0,0.0,2.2666666666666666,0.0
2011,3130,3131,1,Regular,-0.002083333333333326,4.166666666666671,0.6395833333333343,3.527083333333337,0.0654433802660731,0.03680274343732398,0.11689293591930572,-0.028765608510723017,37.288759214433185,0.0,0.0,-13.0,-0.1333333333333333,-0.8666666666666669,0.0
2011,3137,3351,1,Regular,0.0888888888888889,0.41111111111111853,-5.237037037037034,5.648148148148145,0.025661495069004503,0.018468444551975216,-0.002463773669517,0.052021055302465896,4.011792142117656,0.0,0.0,5.0,0.06666666666666671,6.733333333333333,0.0
2011,3138,3224,1,Regular,-0.30000000000000004,5.833333333333336,8.933333333333337,-3.1000000000000014,0.09556700567282111,0.0534353491300536,0.02339930292339909,-0.013220136640243796,-123.53648881796948,0.0,0.0,-13.0,-0.4666666666666666,-7.7333333333333325,0.0
2011,3141,3299,1,Regular,-0.2774193548387096,0.14946236559140402,9.823655913978499,-9.674193548387095,0.013938679650103869,-0.0019786176190809968,-0.04907538941690465,0.013215841780230164,-57.803628754417105,0.0,0.0,-13.0,-0.2666666666666667,-12.666666666666666,0.0
2011,3142,3370,1,Regular,0.5006896551724138,16.878620689655172,0.2675862068965529,16.61103448275862,0.0113975469260848,-0.012095387430824306,0.06966712243136469,0.0680206437131019,129.51478713800748,0.0,0.0,-5.0,0.4666666666666667,16.4,0.0
2011,3143,3353,1,Regular,0.01814516129032262,8.63810483870968,5.225806451612897,3.412298387096776,0.0012814015668999867,-0.03779702176999131,0.06806212090279062,-0.0030946149445192916,-25.094095834518612,91.0,-1.0,3.0,0.1333333333333333,2.4666666666666663,0.0
