Season,TeamID,Games,Wins,Losses,WinPct,AvgPointsFor,AvgPointsAgainst,AvgMargin,eFG_Off,TORate_Off,ORBRate_Off,FTRate_Off,Elo_RegSeason,SeedNum,IsSeeded,ConfStrength_Rank,Last15WinPct,Last15AvgMargin,ConfTourneyChamp
2010,3102,28,1,27,0.03571428571428571,51.82142857142857,71.78571428571429,-19.964285714285722,0.45695251348745813,0.20898503938626758,0.35562186953852326,0.24150293862709094,1330.9995953294272,100.0,0,7,0.0,-25.666666666666668,0
2010,3103,30,17,13,0.5666666666666667,62.233333333333334,59.63333333333333,2.6000000000000014,0.4370315959302664,0.22663213475536154,0.3888393298651458,0.25725532549342545,1544.1646838305965,100.0,0,16,0.6666666666666666,5.2,0
2010,3104,30,12,18,0.4,64.03333333333333,66.63333333333334,-2.6000000000000085,0.45113158109672263,0.21973863404626126,0.360258537427807,0.1757757982066006,1490.9722691350723,100.0,0,5,0.26666666666666666,-10.466666666666667,0
2010,3105,27,14,13,0.5185185185185185,60.77777777777778,64.74074074074075,-3.962962962962969,0.4352531312181759,0.2892467318565875,0.3848119884343726,0.34984131620981995,1461.5476713814915,100.0,0,31,0.5333333333333333,-3.6,0
2010,3106,29,12,17,0.41379310344827586,55.13793103448276,57.41379310344828,-2.275862068965516,0.38398352520430645,0.23885481946358922,0.3949672026184151,0.31526270275292523,1463.5582041616342,100.0,0,31,0.4666666666666667,-0.8,0
2010,3107,30,11,19,0.36666666666666664,56.4,61.8,-5.399999999999999,0.3778487558194833,0.19572817782983876,0.33224989440723,0.22310035622489527,1446.1532761371689,100.0,0,15,0.26666666666666666,-6.133333333333334,0
2010,3108,28,8,20,0.2857142857142857,60.357142857142854,70.28571428571429,-9.928571428571438,0.39530576107087345,0.22683016811294227,0.3406784580807238,0.2729531312245109,1409.5756326694348,100.0,0,31,0.4,-1.9333333333333333,0
2010,3110,31,22,9,0.7096774193548387,62.03225806451613,53.61290322580645,8.41935483870968,0.4393749343128549,0.2094378761402707,0.3647727644546215,0.2291528895031661,1585.7463886342728,100.0,0,26,0.8666666666666667,15.333333333333334,0
2010,3111,31,19,12,0.6129032258064516,66.41935483870968,63.83870967741935,2.5806451612903274,0.4695459745072471,0.24450771740055727,0.37773037644466423,0.16917350382595941,1552.6142299148664,100.0,0,18,0.8,8.8,0
2010,3112,31,14,17,0.45161290322580644,65.41935483870968,66.51612903225806,-1.0967741935483843,0.4709726941112618,0.2201953509746121,0.3390551333005217,0.22844121883802807,1493.7671075979242,100.0,0,6,0.3333333333333333,-4.666666666666667,0
2010,3113,30,17,13,0.5666666666666667,62.56666666666667,59.733333333333334,2.8333333333333357,0.442330281558615,0.23492999267147363,0.3945794874108044,0.26476465785115944,1535.3204305741735,100.0,0,6,0.5333333333333333,-1.0,0
2010,3114,32,26,6,0.8125,66.84375,52.40625,14.4375,0.4583614480517307,0.17384222965439222,0.33580156987489573,0.18083045821248475,1638.4037886278554,11.0,1,14,0.9333333333333333,17.133333333333333,0
2010,3115,30,8,22,0.26666666666666666,63.36666666666667,73.1,-9.733333333333327,0.43153653646102463,0.2502620582671894,0.39923511349066976,0.3081938071466694,1404.4440600811415,100.0,0,31,0.4,1.6,0
2010,3116,30,12,18,0.4,64.93333333333334,67.36666666666666,-2.433333333333323,0.45941060936523687,0.21350163849541565,0.3380457209307931,0.19163690267762445,1483.5554869055388,100.0,0,5,0.26666666666666666,-7.733333333333333,0
2010,3117,31,13,18,0.41935483870967744,65.74193548387096,68.7741935483871,-3.0322580645161423,0.410234963078279,0.20449334883001047,0.3722398236460359,0.24095006401558028,1469.7825475795346,100.0,0,14,0.4666666666666667,0.13333333333333333,0
2010,3119,28,10,18,0.35714285714285715,52.17857142857143,57.82142857142857,-5.642857142857139,0.41374707627077284,0.21189579501250844,0.338031430700428,0.18397459297308208,1394.1269584564548,100.0,0,26,0.3333333333333333,-5.333333333333333,0
2010,3120,31,15,16,0.4838709677419355,61.83870967741935,62.16129032258065,-0.32258064516129537,0.4572291940451503,0.20750984983955148,0.41877488594293377,0.1860910993007385,1520.2568006643064,100.0,0,5,0.3333333333333333,-3.7333333333333334,0
2010,3122,32,15,17,0.46875,66.1875,71.78125,-5.59375,0.4265836663791324,0.2077864708067756,0.3594782264101256,0.2858296420462245,1531.6953146890892,16.0,1,28,0.6666666666666666,0.3333333333333333,1
2010,3123,31,14,17,0.45161290322580644,67.06451612903226,67.35483870967742,-0.29032258064516725,0.47974674633468395,0.22345515597694976,0.3561558159168644,0.22106285658234748,1486.3575405583588,100.0,0,16,0.4,0.06666666666666667,0
2010,3124,32,23,9,0.71875,72.09375,56.84375,15.25,0.4506357117353108,0.19989548590719664,0.33974680101100224,0.29855427770336884,1624.5508116328663,4.0,1,1,0.6,4.2,0
2010,3125,30,15,15,0.5,64.86666666666666,66.2,-1.3333333333333428,0.4259913496836999,0.17751588189788733,0.3004439071496642,0.25225373745276397,1466.2461916425834,100.0,0,24,0.4666666666666667,-0.4666666666666667,0
2010,3126,31,16,15,0.5161290322580645,62.0,66.25806451612904,-4.258064516129039,0.4023468728677213,0.2286449173096314,0.3266949037521318,0.2975143347628212,1485.5567183705352,100.0,0,29,0.6666666666666666,4.4,0
2010,3127,30,11,19,0.36666666666666664,61.46666666666667,63.833333333333336,-2.366666666666667,0.4602735219905578,0.18981265152212987,0.35033438332602984,0.18092156219201,1451.6438477965328,100.0,0,15,0.4,-2.6666666666666665,0
2010,3129,30,18,12,0.6,70.16666666666667,68.0,2.1666666666666714,0.4387567817442388,0.1928237548148406,0.3625522669335447,0.23139434370844558,1522.5593478425167,100.0,0,11,0.5333333333333333,1.8666666666666667,0
2010,3130,32,17,15,0.53125,69.0,65.40625,3.59375,0.49024386426895916,0.2180191361511823,0.39292415748793047,0.20732240151387138,1563.9170774257245,100.0,0,2,0.4666666666666667,1.2,0
2010,3131,30,16,14,0.5333333333333333,64.83333333333333,64.76666666666667,0.06666666666666288,0.424800484002886,0.1812163927138583,0.27603122156862475,0.23608801002459434,1526.6283182112913,100.0,0,15,0.6,2.066666666666667,0
2010,3132,33,27,6,0.8181818181818182,73.72727272727273,60.121212121212125,13.606060606060609,0.4810198024346961,0.19252111946216624,0.3352624850821443,0.24201807881284265,1640.163377594876,12.0,1,16,0.8666666666666667,13.533333333333333,1
2010,3133,29,16,13,0.5517241379310345,62.93103448275862,63.51724137931034,-0.5862068965517224,0.4670611738111624,0.2516948815008256,0.39258788518575505,0.19878159120277017,1545.2536644732127,100.0,0,12,0.6666666666666666,-0.8,0
2010,3135,28,8,20,0.2857142857142857,53.32142857142857,64.28571428571429,-10.964285714285722,0.3794789954856188,0.211129096676488,0.3387274659268309,0.2153414146123576,1415.9331467001793,100.0,0,19,0.3333333333333333,-9.533333333333333,0
2010,3136,29,13,16,0.4482758620689655,63.58620689655172,65.34482758620689,-1.7586206896551673,0.43467112096019417,0.2361199302085436,0.3728278985326601,0.26324684219641037,1485.4211020904827,100.0,0,22,0.6,4.0,0
2010,3137,27,6,21,0.2222222222222222,53.111111111111114,60.2962962962963,-7.185185185185183,0.45187325228121245,0.2717475589802355,0.3882043220817405,0.2561765724687763,1353.6480518326687,100.0,0,26,0.2,-7.2,0
2010,3138,30,7,23,0.23333333333333334,62.63333333333333,67.93333333333334,-5.300000000000004,0.4662228407733353,0.2450189198266312,0.4090816204602472,0.23335848991501112,1377.36802703199,100.0,0,16,0.2,-6.6,0
2010,3139,32,23,9,0.71875,67.78125,59.46875,8.3125,0.4694304795430436,0.19747852793565557,0.3218197740424731,0.24072646759112845,1590.3550902536904,100.0,0,20,0.8,10.066666666666666,0
2010,3140,29,20,9,0.6896551724137931,65.13793103448276,57.310344827586206,7.827586206896555,0.4685725491540805,0.21703467756945577,0.36003743234278784,0.16286909973016528,1583.0936434751504,100.0,0,7,0.6,0.9333333333333333,0
2010,3141,30,12,18,0.4,71.63333333333334,74.53333333333333,-2.8999999999999915,0.4768306870203173,0.2091969774827226,0.33120080794878903,0.27156299282853963,1470.357498602624,100.0,0,16,0.5333333333333333,1.4,0
